gene_id	gene_symbol	category	description	RFP3D11	RFP3D39	RFP3D47	RFPNG14	RFPNG35	RFPNG45	RFPRPM4	RFPRPM41	RFPRPM6
MMAR_0946	mmp_946	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0946	11.1546	11.1076	11.0618	11.3581	11.0525	11.2189	10.9022	10.9398	11.0361
MMAR_0947	mmp_947	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0947	9.4862	9.0784	9.1886	8.9711	9.2924	9.4139	9.5739	9.564	9.4161
MMAR_0948	mmp_948	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0948	11.1508	11.2285	11.0983	10.9106	11.1905	10.8779	12.0314	12.05	11.8642
MMAR_0949	mmp_949	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0949	12.1811	12.1029	11.95	12.0693	12.1657	12.1718	12.3084	12.2345	12.3247
MMAR_0950	mmp_950	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0950	10.5434	10.7828	10.5231	10.34	10.388	10.2667	10.8215	10.8739	11.0499
MMAR_0951	mmp_951	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0951	12.1	12.105	11.8686	12.2353	12.0828	11.9778	12.1886	11.956	12.2185
MMAR_0952	mmp_952	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0952	9.6689	9.6695	9.5588	9.0658	9.0457	8.813	9.5516	9.4771	9.462
MMAR_0953	mmp_953	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0953	9.1548	9.1223	9.3884	9.2095	9.0823	9.2189	9.4894	9.2031	9.4235
MMAR_0954	mmp_954	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0954	11.0853	10.7467	10.8588	11.3998	11.2005	11.1166	10.7987	10.7983	10.8459
MMAR_0955	mmp_955	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0955	9.9215	9.7582	9.7685	9.1619	8.9477	9.0114	9.5618	9.7962	9.7202
MMAR_0956	mmp_956	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0956	10.7717	10.9521	11.0786	10.2508	10.2913	10.2708	10.9902	10.885	10.7383
MMAR_0957	mmp_957	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0957	11.9909	12.2156	11.8472	12.0821	11.9777	11.9177	12.1175	12.3185	12.3027
MMAR_0958	mmp_958	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0958	11.0414	11.058	10.9835	11.0882	11.2005	11.1854	10.8697	10.7031	11.0061
MMAR_0959	mmp_959	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0959	9.1577	9.6112	9.6851	9.8482	9.6074	9.7245	9.9487	9.3876	9.6221
MMAR_0960	mmp_960	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0960	9.3705	9.3485	9.1749	9.2886	9.5166	9.5251	9.3705	8.9637	9.1427
MMAR_0961	mmp_961	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0961	9.1963	9.4494	9.0466	9.9282	10.009	9.9931	8.91	8.8962	9.1313
MMAR_0962	mmp_962	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0962	8.8784	9.1991	8.9867	9.1692	9.0329	9.3912	8.8427	8.8429	9.1643
MMAR_0963	mmp_963	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0963	12.1459	11.9566	12.2258	12.6017	12.4793	12.3882	11.7216	11.7834	11.9655
MMAR_0964	mmp_964	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0964	12.2852	12.477	12.4069	12.4752	12.5124	12.357	12.5164	12.8183	12.706
MMAR_0965	mmp_965	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0965	11.0836	11.0613	11.2355	11.8585	11.924	11.7776	11.0447	11.3363	11.2268
MMAR_0966	mmp_966	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0966	12.7572	12.6945	12.7253	12.1821	12.0982	12.3372	12.7074	12.6824	12.7551
MMAR_0967	mmp_967	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0967	10.8077	11.013	10.9625	11.0733	11.0083	10.8822	11.1706	11.012	10.962
MMAR_0968	mmp_968	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0968	9.5349	9.7107	9.5845	9.6339	9.5513	9.4328	9.6006	9.6985	9.4383
MMAR_0969	mmp_969	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0969	10.9174	10.8273	11.2453	11.9293	11.5486	11.5797	10.5765	10.9179	10.6174
MMAR_0970	mmp_970	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0970	11.4744	11.5202	11.7518	12.4174	12.2801	12.3373	11.8978	11.9915	12.1359
MMAR_0971	mmp_971	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0971	10.6435	10.173	10.5146	10.2062	10.2094	10.0946	10.1092	10.2746	10.2412
MMAR_0972	mmp_972	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0972	11.8572	11.866	11.757	11.6845	11.5243	11.3523	12.4852	12.3972	12.6272
MMAR_0973	mmp_973	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0973	10.724	10.3566	10.59	10.8339	10.8714	10.7483	10.847	10.7388	10.8625
MMAR_0974	mmp_974	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0974	11.6609	11.4829	11.7773	11.5711	11.3518	11.1953	11.5046	11.6105	11.3896
MMAR_0975	mmp_975	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0975	11.2102	11.1996	11.1993	11.5997	11.6621	11.5923	11.2742	10.9813	11.0539
MMAR_0976	mmp_976	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0976	9.1446	9.422	9.2759	9.6036	9.4991	9.4786	8.8096	8.4415	8.8926
MMAR_0977	mmp_977	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0977	9.761	9.6595	9.7584	9.4029	9.4996	9.6621	9.5297	9.8374	9.7903
MMAR_0978	mmp_978	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0978	9.8002	9.8495	9.8645	9.8795	9.7612	9.8614	9.8422	9.861	9.7223
MMAR_0979	mmp_979	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0979	10.7237	10.8021	10.731	9.8149	9.7222	9.6442	10.4745	10.1471	10.3958
MMAR_0980	mmp_980	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0980	9.1605	9.5852	9.5662	9.9476	9.6901	9.6037	9.5662	9.5236	9.6123
MMAR_0981	mmp_981	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0981	12.1241	12.1571	11.907	11.1407	11.2051	11.3355	11.8281	11.7149	11.644
MMAR_0982	mmp_982	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0982	9.718	9.7665	9.4945	8.9906	8.8495	8.8695	9.3043	9.4552	9.325
MMAR_0983	mmp_983	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0983	8.946	9.0632	9.0952	8.8017	8.8345	8.3658	9.1376	9.2209	9.085
MMAR_0984	mmp_984	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0984	9.2626	9.3306	9.3542	8.3753	8.4013	8.4192	9.8534	9.6631	9.7243
MMAR_0985	mmp_985	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0985	11.5173	11.5826	11.92	11.6766	11.8878	11.7037	12.6137	12.3741	12.3888
MMAR_0986	mmp_986	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0986	11.8222	11.8045	11.6665	11.9119	12.3366	12.2581	11.8062	11.7182	11.6204
MMAR_0987	mmp_987	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0987	11.5193	11.5306	11.3166	10.5136	10.5502	10.6689	11.1596	10.9492	11.0665
MMAR_0988	mmp_988	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0988	10.6684	10.5278	10.7399	10.9268	11.1138	11.2373	10.9425	10.7594	10.8902
MMAR_0989	mmp_989	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0989	12.5436	12.606	12.4321	12.2977	12.1738	12.51	12.6764	12.7132	12.7429
MMAR_0990	mmp_990	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0990	10.5944	10.7011	10.4551	10.7474	10.6432	10.6976	10.2918	10.6502	10.5598
MMAR_0991	mmp_991	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0991	10.3568	10.4885	10.4559	10.4448	10.5149	10.1045	10.9996	11.0251	10.8638
MMAR_0992	mmp_992	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0992	8.5474	8.4959	8.5218	8.489	8.5742	8.691	8.3056	8.1382	8.293
MMAR_0993	mmp_993	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0993	11.4415	11.603	11.4444	11.3549	11.503	11.588	11.2247	11.2871	11.531
MMAR_0994	mmp_994	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0994	11.4121	11.3708	11.2206	10.6411	10.8977	10.867	10.9231	10.9316	10.9027
MMAR_0995	mmp_995	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0995	11.6274	11.4278	11.5736	11.4405	11.3802	11.6749	11.1857	11.1779	11.2607
MMAR_0996	mmp_996	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0996	8.8804	8.7593	8.8162	8.6897	8.6237	8.7329	9.4889	9.2082	9.2175
MMAR_0997	mmp_997	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0997	10.3725	10.161	9.8969	9.9469	10.1136	10.0177	10.1869	10.1897	10.2638
MMAR_0998	mmp_998	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0998	11.9787	12.0089	11.7856	11.7623	11.875	11.9215	11.8017	12.0694	12.1006
MMAR_0999	mmp_999	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_0999	11.7921	11.7654	11.4652	11.7053	11.9788	11.6967	11.9033	12.0332	11.8969
MMAR_1000	mmp_1000	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1000	10.6565	10.709	10.5124	10.245	10.3237	10.8218	9.8377	10.1102	9.9084
MMAR_1001	mmp_1001	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1001	9.8189	9.8946	9.7726	10.0188	9.9964	10.1217	10.2873	10.1847	10.1622
MMAR_1002	mmp_1002	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1002	12.7384	12.8671	12.5703	12.3251	12.0653	12.1955	12.6551	12.5257	12.6794
MMAR_1003	mmp_1003	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1003	9.5835	9.7114	9.6205	9.7583	9.7052	9.7591	9.5983	9.7725	9.7467
MMAR_1004	mmp_1004	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1004	10.6994	10.3806	10.446	10.261	10.2137	10.0527	10.5085	10.4415	10.9217
MMAR_1005	mmp_1005	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1005	11.2642	11.0556	11.2055	11.5769	11.6801	11.5492	11.1862	11.2714	11.2404
MMAR_1006	mmp_1006	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1006	11.8434	11.8526	11.881	11.4317	11.5303	11.4954	11.6412	11.7614	11.4328
MMAR_1007	mmp_1007	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1007	11.3148	11.3779	11.2611	11.5891	11.5005	11.425	11.7451	11.4258	11.4932
MMAR_1008	mmp_1008	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1008	9.522	9.6135	9.7328	9.5842	9.341	9.3645	9.639	9.4728	9.4571
MMAR_1009	mmp_1009	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1009	9.3647	9.068	9.6288	9.4269	9.5151	9.359	9.1796	9.1296	9.2173
MMAR_1010	mmp_1010	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1010	11.3792	11.4019	11.2241	10.9577	11.0714	11.1171	11.3582	11.5579	11.2808
MMAR_1011	mmp_1011	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1011	9.5379	9.4677	9.5005	9.6405	9.7702	9.4617	9.0804	9.2545	9.1582
MMAR_1012	mmp_1012	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1012	10.8171	10.735	10.9586	11.3129	11.4525	11.4778	11.2335	10.9858	11.0675
MMAR_1013	mmp_1013	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1013	9.4691	9.3504	9.2659	9.558	9.6902	9.8983	9.4048	9.5907	9.4855
MMAR_1014	mmp_1014	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1014	11.7036	11.8848	11.4698	11.6589	11.744	12.0671	11.7975	11.4579	11.5257
MMAR_1015	mmp_1015	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1015	9.4618	9.3572	9.4407	9.1978	9.4232	9.5802	9.7809	9.8678	9.8141
MMAR_1016	mmp_1016	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1016	12.3156	12.3436	12.2582	12.2603	12.3362	11.969	12.139	12.1018	12.5085
MMAR_1017	mmp_1017	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1017	11.6241	11.7363	11.5976	12.0933	12.2444	12.2691	11.8698	11.8292	11.8596
MMAR_1018	mmp_1018	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1018	10.8186	10.6849	10.6206	10.2594	10.4026	10.1929	10.7821	10.8455	10.7963
MMAR_1019	mmp_1019	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1019	11.5218	11.7266	11.5932	11.1894	11.3443	11.1917	11.8009	11.8101	11.7781
MMAR_1020	mmp_1020	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1020	10.4118	10.3749	10.1057	10.8134	10.8093	10.6438	10.1723	10.4391	10.3616
MMAR_1021	mmp_1021	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1021	12.4866	12.2609	12.2936	12.3058	11.9539	12.2052	12.4396	12.3565	12.3064
MMAR_1022	mmp_1022	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1022	10.4419	10.2074	10.1134	10.2095	10.2942	10.4252	10.2665	10.2756	10.4111
MMAR_1023	mmp_1023	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1023	12.7093	12.5469	12.8398	12.525	12.5789	12.6013	12.9059	12.7973	12.9601
MMAR_1024	mmp_1024	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1024	12.333	12.04	12.441	11.7507	11.9199	11.847	12.2442	12.2864	12.4471
MMAR_1025	mmp_1025	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1025	9.7882	10.0572	9.966	9.8848	9.8327	9.8776	9.8095	9.5604	9.4969
MMAR_1026	mmp_1026	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1026	10.1327	10.3186	10.1854	10.6414	10.6274	10.7291	10.3295	10.2264	10.2019
MMAR_1027	mmp_1027	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1027	12.2224	12.0308	12.2763	11.8579	11.7651	11.8092	12.1863	12.3908	12.3496
MMAR_1028	mmp_1028	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1028	11.5894	11.3377	11.5887	11.2469	11.4724	11.2115	11.0698	10.926	11.218
MMAR_1029	mmp_1029	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1029	8.6647	8.8506	8.8221	9.2444	9.3863	9.2474	9.21	8.9917	9.0367
MMAR_1030	mmp_1030	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1030	10.9486	11.2045	11.1433	11.4433	11.2178	11.4268	10.9402	10.7636	11.1021
MMAR_1031	mmp_1031	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1031	9.6696	9.6884	9.6825	9.2161	9.4457	9.2263	9.7494	9.5649	9.6565
MMAR_1032	mmp_1032	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1032	9.8439	9.7003	9.8412	8.9778	9.0075	8.7429	10.2184	10.3349	10.3796
MMAR_1033	mmp_1033	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1033	10.6819	10.48	10.769	10.1916	10.3435	10.3203	10.2728	10.5306	10.5397
MMAR_1034	mmp_1034	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1034	10.1869	10.11	10.1196	9.9335	9.8125	10.1619	10.0066	10.1791	10.3047
MMAR_1035	mmp_1035	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1035	12.0237	11.8261	12.1453	12.1466	12.4155	12.3515	12.1763	12.1852	12.0556
MMAR_1036	mmp_1036	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1036	12.6099	12.613	12.395	12.5741	12.4464	12.4013	11.5956	12.0209	11.9609
MMAR_1037	mmp_1037	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1037	11.7267	11.5006	11.4118	11.7334	11.7438	11.6342	11.2398	11.4101	11.3875
MMAR_1038	mmp_1038	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1038	12.3961	12.5502	12.4947	12.0776	12.2461	12.0918	12.4694	12.4553	12.2526
MMAR_1039	mmp_1039	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1039	10.9864	10.9267	11.0797	10.5753	10.1934	10.1949	10.572	10.4695	10.5522
MMAR_1040	mmp_1040	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1040	8.2007	8.1796	8.1034	8.5331	8.8297	8.7713	8.3668	8.4423	8.5944
MMAR_1041	mmp_1041	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1041	12.0133	11.8933	11.9483	12.2783	12.5016	12.1324	11.9308	11.8679	11.7178
MMAR_1042	mmp_1042	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1042	8.9001	8.8511	8.5683	8.991	8.9835	8.9055	8.6297	8.6463	8.3824
MMAR_1043	mmp_1043	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1043	12.1635	12.145	12.2287	11.7277	11.903	11.9077	12.2521	12.2497	12.1862
MMAR_1044	mmp_1044	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1044	11.1491	11.1377	11.1273	11.6218	11.5678	11.6433	10.9672	11.264	11.1773
MMAR_1045	mmp_1045	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1045	8.543	8.4359	8.5668	8.5304	8.4523	8.6485	8.4627	8.5533	8.7046
MMAR_1046	mmp_1046	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1046	9.5239	9.4936	9.7113	9.2725	9.2123	9.2496	9.5787	9.602	9.6374
MMAR_1047	mmp_1047	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1047	8.5616	8.7886	8.8148	8.8978	9.1442	9.111	8.4329	8.9305	8.6837
MMAR_1048	mmp_1048	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1048	10.3755	10.1157	10.1453	10.8413	10.9927	10.9575	9.9636	9.9664	10.1048
MMAR_1049	mmp_1049	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1049	12.3754	12.5786	12.4173	12.3896	12.2637	12.5344	12.446	12.4561	12.7864
MMAR_1050	mmp_1050	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1050	11.3307	11.43	11.2474	11.5003	11.4486	11.4628	11.7564	11.7376	11.6494
MMAR_1051	mmp_1051	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1051	8.7186	8.9654	8.5483	8.8236	8.6234	8.7808	8.6243	8.5118	8.6935
MMAR_1052	mmp_1052	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1052	10.9815	11.0899	11.0116	10.7186	10.8781	11.0549	10.6324	10.8718	10.7167
MMAR_1053	mmp_1053	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1053	12.1059	12.189	12.1698	11.9712	12.1613	12.1064	11.5055	11.9852	11.5716
MMAR_1054	mmp_1054	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1054	8.7033	8.8382	8.622	8.6308	8.6981	8.5774	8.8578	8.7558	8.852
MMAR_1055	mmp_1055	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1055	10.0419	9.9395	9.8246	10.1316	9.7671	9.8229	9.7695	9.9775	9.6956
MMAR_1056	mmp_1056	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1056	8.8125	8.7346	8.6852	9.1826	9.1286	9.0786	8.5916	8.4478	8.5545
MMAR_1057	mmp_1057	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1057	12.8625	12.7038	12.924	12.2817	12.3653	12.4155	12.8942	12.8291	12.9909
MMAR_1058	mmp_1058	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1058	9.4624	9.3842	9.2036	9.7033	9.5407	9.6702	9.5156	9.4058	9.5643
MMAR_1059	mmp_1059	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1059	9.4405	9.5585	9.5528	9.2629	9.6155	9.1753	10.0038	9.8202	9.8736
MMAR_1060	mmp_1060	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1060	9.6163	9.7403	9.7423	9.0627	9.0409	9.2987	9.928	9.7866	9.9899
MMAR_1061	mmp_1061	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1061	10.274	10.3018	10.2437	10.4507	10.4546	10.2866	10.865	10.8115	10.5414
MMAR_1062	mmp_1062	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1062	12.1453	12.2839	12.4275	12.3695	12.1238	12.3222	12.1459	12.1042	12.0459
MMAR_1063	mmp_1063	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1063	8.9877	8.9801	9.1218	9.3635	9.5445	9.5624	8.6949	9.1587	8.7257
MMAR_1064	mmp_1064	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1064	11.5785	11.4858	11.4301	11.7468	11.7616	11.7762	11.6659	11.9334	12.0627
MMAR_1065	mmp_1065	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1065	9.9817	9.8281	9.9573	9.6137	9.6252	9.6966	10.4089	10.2644	10.2406
MMAR_1066	mmp_1066	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1066	10.3653	10.471	10.3773	10.2523	10.2511	10.1916	10.5083	10.6955	10.6809
MMAR_1067	mmp_1067	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1067	10.359	10.2679	10.4276	9.6576	9.6632	9.587	10.7244	10.5094	10.5509
MMAR_1068	mmp_1068	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1068	12.0197	11.7824	11.8907	11.309	11.2863	11.2763	11.7673	11.6606	11.5861
MMAR_1069	mmp_1069	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1069	10.2765	10.3987	10.6816	10.828	10.7919	10.7946	10.3781	10.3439	10.0336
MMAR_1070	mmp_1070	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1070	8.4624	8.5125	8.1818	9.3749	9.5453	9.4408	8.3813	8.3805	8.4801
MMAR_1071	mmp_1071	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1071	11.499	11.5966	11.6516	10.8697	11.011	11.0862	11.5005	11.372	11.4329
MMAR_1072	mmp_1072	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1072	10.971	11.0172	10.8735	10.7361	10.7656	10.7476	10.6714	10.7251	10.7844
MMAR_1073	mmp_1073	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1073	10.2412	10.5111	10.319	10.4816	10.516	10.3633	10.3116	10.239	10.3687
MMAR_1074	mmp_1074	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1074	10.4291	10.4803	10.5931	11.0452	10.8671	10.7585	10.6773	10.7914	10.6909
MMAR_1075	mmp_1075	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1075	8.4194	8.619	8.6756	9.2536	9.2165	9.3014	8.8033	8.8281	8.6756
MMAR_1076	mmp_1076	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1076	9.5685	9.6323	9.6966	9.8018	9.8365	9.6695	9.9029	9.8862	9.9992
MMAR_1077	mmp_1077	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1077	9.7158	9.5624	9.4953	8.9952	9.2874	9.3877	8.9814	8.7584	8.8705
MMAR_1078	mmp_1078	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1078	10.7009	10.8977	10.9542	11.6625	11.6609	11.8399	10.6127	10.5703	10.6662
MMAR_1079	mmp_1079	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1079	9.2352	9.2878	8.9982	9.3662	9.3408	9.2353	8.9873	9.27	9.2633
MMAR_1080	mmp_1080	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1080	10.8325	10.9476	10.7271	10.9316	10.8686	10.8891	11.0677	11.1037	11.0735
MMAR_1081	mmp_1081	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1081	8.0668	8.0674	7.8844	8.6104	8.5975	8.5317	7.5001	7.7443	7.8111
MMAR_1082	mmp_1082	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1082	10.0434	10.0466	10.2509	9.9819	10.0219	10.0396	10.0347	9.721	10.0637
MMAR_1083	mmp_1083	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1083	12.4493	12.3661	12.2037	12.2089	12.4988	12.1948	12.3038	12.2053	12.3826
MMAR_1084	mmp_1084	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1084	10.3853	10.3998	10.139	10.3173	10.3463	10.281	10.6152	10.6021	10.5539
MMAR_1085	mmp_1085	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1085	9.4985	9.5451	9.3997	10.1455	10.0991	10.1076	9.3554	9.1097	9.4526
MMAR_1086	mmp_1086	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1086	11.5027	11.5489	11.4854	11.3202	11.5175	11.415	11.9379	11.8746	11.7523
MMAR_1087	mmp_1087	Background_Genome	Hypothetical protein / putative uncharacterized oxidoreductase MMAR_1087	12.5599	12.4536	12.507	12.3632	12.4214	12.2799	12.0529	11.9023	12.0836
